Data - RAIL3;Fechamento - RAIL3;Data - RAILJ182;Fechamento;Data - RAILI182;Fechamento - RAILI182;Data - RAILJ185;Fechamento - RAILJ185;Data - RAILI187;Fechamento - RAILI187;Data - RAILJ187;Fechamento - RAILJ187;Data - RAILI190;Fechamento - RAILI190;Data - RAILJ190;Fechamento - RAILJ190;Data - RAILI192;Fechamento - RAILI192 ;Data - RAILJ192;Fechamento - RAILJ192;Data - RAILJ195;Fechamento - RAILJ195;Data - RAILI197;Fechamento - RAILI197;Data - RAILJ197;Fechamento - RAILJ197;Data - RAILI200;Fechamento - RAILI200;Data - RAILJ200;Fechamento - RAILJ200
06/03/2012;33,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/03/2012;34,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/03/2012;34,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/03/2012;34,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/02/2012;33,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2012;34,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/02/2012;35,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/02/2012;35,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/02/2012;34,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/02/2012;36,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/02/2012;37,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/02/2012;37,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/02/2012;37,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/02/2012;35,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/02/2012;34,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/02/2012;34,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/02/2012;34,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/02/2012;35,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/02/2012;34,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/02/2012;34,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/02/2012;35,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/02/2012;34,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/02/2012;35,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2012;34,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/01/2012;34,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/01/2012;34,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/01/2012;34,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/01/2012;34,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/01/2012;33,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/01/2012;34,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/01/2012;34,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/01/2012;34,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/01/2012;34,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/01/2012;33,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/01/2012;32,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/01/2012;32,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/01/2012;32,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/01/2012;32,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/01/2012;32,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/01/2012;32,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/01/2012;31,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/01/2012;33,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/01/2012;32,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2012;31,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/12/2011;31,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/12/2011;31,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/12/2011;32,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/12/2011;32,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/12/2011;31,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/12/2011;31,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/12/2011;31,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/12/2011;32,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/12/2011;31,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/12/2011;31,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/12/2011;32,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/12/2011;31,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/12/2011;31,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/12/2011;31,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/12/2011;31,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/12/2011;30,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/12/2011;31,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/12/2011;30,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/12/2011;30,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/12/2011;30,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/12/2011;30,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/11/2011;29,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/11/2011;27,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/11/2011;27,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/11/2011;27,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/11/2011;27,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/11/2011;26,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/11/2011;28,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/11/2011;27,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/11/2011;27,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/11/2011;27,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/11/2011;29,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/11/2011;28,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/11/2011;29,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/11/2011;28,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/11/2011;28,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/11/2011;30,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/11/2011;30,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/11/2011;29,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/11/2011;29,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/11/2011;28,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2011;29,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/10/2011;29,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/10/2011;29,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/10/2011;27,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/10/2011;26,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/10/2011;27,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/10/2011;27,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/10/2011;26,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/10/2011;27,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/10/2011;28,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/10/2011;27,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/10/2011;29,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/10/2011;28,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/10/2011;27,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/10/2011;27,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/10/2011;26,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/10/2011;27,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/10/2011;27,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/10/2011;27,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/10/2011;28,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/09/2011;28,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/09/2011;28,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/09/2011;29,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/09/2011;29,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/09/2011;29,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/09/2011;29,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/09/2011;28,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/09/2011;29,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/09/2011;29,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/09/2011;30,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/09/2011;30,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/09/2011;29,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/09/2011;30,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/09/2011;30,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/09/2011;30,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/09/2011;31,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/09/2011;31,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/09/2011;31,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/09/2011;30,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/09/2011;30,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/09/2011;32,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/08/2011;31,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/08/2011;30,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/08/2011;29,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/08/2011;28,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/08/2011;27,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/08/2011;28,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/08/2011;28,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/08/2011;28,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/08/2011;29,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/08/2011;29,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/08/2011;30,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/08/2011;30,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/08/2011;30,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/08/2011;30,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/08/2011;31,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/08/2011;30,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/08/2011;31,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/08/2011;31,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/08/2011;33,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/08/2011;33,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/08/2011;35,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/08/2011;36,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/08/2011;37,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/07/2011;38,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/07/2011;37,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/07/2011;38,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/07/2011;39,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/07/2011;41,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/07/2011;41,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/07/2011;41,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/07/2011;40,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/07/2011;41,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/07/2011;41,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/07/2011;41,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/07/2011;42,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/07/2011;44,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/07/2011;42,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/07/2011;43,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/07/2011;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/07/2011;44,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/07/2011;44,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/07/2011;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/07/2011;43,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/07/2011;43,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2011;44,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/06/2011;44,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/06/2011;45,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/06/2011;43,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/06/2011;43,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/06/2011;43,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/06/2011;44,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/06/2011;45,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/06/2011;44,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/06/2011;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/06/2011;44,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/06/2011;44,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/06/2011;43,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/06/2011;43,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/06/2011;44,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/06/2011;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/06/2011;45,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/06/2011;44,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/06/2011;45,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/06/2011;44,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/06/2011;43,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2011;44,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/05/2011;43,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/05/2011;43,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/05/2011;42,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/05/2011;42,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/05/2011;42,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/05/2011;40,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/05/2011;39,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/05/2011;40,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/05/2011;40,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2011;41,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2011;41,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/05/2011;41,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/05/2011;42,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/05/2011;42,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/05/2011;42,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/05/2011;43,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/05/2011;43,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/05/2011;41,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/05/2011;41,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/05/2011;42,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/05/2011;42,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/04/2011;43,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/04/2011;42,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/04/2011;43,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/04/2011;44,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/04/2011;43,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/04/2011;43,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/04/2011;43,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/2011;44,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/04/2011;45,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/04/2011;44,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/04/2011;42,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/04/2011;42,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/04/2011;43,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/04/2011;44,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/04/2011;44,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/04/2011;43,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/04/2011;45,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/04/2011;45,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/04/2011;45,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2011;45,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/03/2011;45,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/03/2011;45,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/03/2011;44,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/03/2011;45,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/03/2011;45,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/03/2011;45,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/03/2011;45,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/03/2011;45,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/03/2011;46,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/03/2011;45,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/03/2011;45,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/03/2011;45,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/03/2011;47,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/03/2011;46,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/03/2011;46,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/03/2011;47,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/03/2011;47,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/03/2011;47,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/03/2011;46,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/03/2011;46,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2011;46,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/02/2011;45,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/02/2011;46,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/02/2011;45,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/02/2011;45,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/02/2011;44,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/02/2011;45,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/02/2011;45,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/02/2011;46,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/02/2011;45,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/02/2011;48,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/02/2011;45,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/02/2011;43,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/02/2011;43,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/02/2011;44,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/02/2011;45,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/02/2011;46,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/02/2011;47,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/02/2011;48,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/02/2011;48,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2011;47,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/01/2011;47,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/01/2011;50,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/01/2011;50,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/01/2011;51,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/01/2011;51,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/01/2011;50,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/01/2011;50,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/01/2011;51,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/01/2011;51,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/01/2011;51,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/01/2011;49,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/01/2011;51,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/01/2011;51,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/01/2011;51,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/01/2011;52,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/01/2011;52,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/01/2011;52,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/01/2011;51,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/01/2011;51,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/12/2010;50,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/12/2010;51,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/12/2010;49,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/12/2010;48,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/12/2010;49,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/12/2010;49,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/12/2010;49,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/12/2010;49,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/12/2010;49,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/12/2010;49,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/12/2010;49,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/12/2010;50,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/12/2010;50,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/12/2010;51,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/12/2010;51,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/12/2010;53,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/12/2010;54,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/12/2010;56,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/12/2010;55,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/12/2010;55,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/12/2010;54,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/11/2010;53,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/11/2010;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/11/2010;53,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/11/2010;54,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/11/2010;54,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/11/2010;51,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/11/2010;53,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/11/2010;54,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/11/2010;53,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/11/2010;51,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/11/2010;52,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/11/2010;53,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/11/2010;52,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/11/2010;55,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/11/2010;53,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/11/2010;52,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/11/2010;53,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/11/2010;53,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/11/2010;55,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/11/2010;56,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/10/2010;54,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/10/2010;52,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/10/2010;52,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/10/2010;51,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/10/2010;50,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/10/2010;53,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/10/2010;55,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/10/2010;55,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/10/2010;57,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/10/2010;60,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/10/2010;60,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/10/2010;61,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/10/2010;61,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/10/2010;61,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/10/2010;61,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/10/2010;61,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
