Data - RAIL3;Fechamento - RAIL3;Data - RAILJ182;Fechamento;Data - RAILI182;Fechamento - RAILI182;Data - RAILJ185;Fechamento - RAILJ185;Data - RAILI187;Fechamento - RAILI187;Data - RAILJ187;Fechamento - RAILJ187;Data - RAILI190;Fechamento - RAILI190;Data - RAILJ190;Fechamento - RAILJ190;Data - RAILI192;Fechamento - RAILI192 ;Data - RAILJ192;Fechamento - RAILJ192;Data - RAILJ195;Fechamento - RAILJ195;Data - RAILI197;Fechamento - RAILI197;Data - RAILJ197;Fechamento - RAILJ197;Data - RAILI200;Fechamento - RAILI200;Data - RAILJ200;Fechamento - RAILJ200
06/08/2013;30,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/08/2013;31,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/08/2013;31,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/08/2013;31,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2013;30,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/07/2013;30,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/07/2013;30,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/07/2013;30,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/07/2013;30,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/07/2013;30,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/07/2013;30,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/07/2013;30,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/07/2013;29,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/07/2013;29,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/07/2013;30,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/07/2013;29,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/07/2013;29,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/07/2013;29,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/07/2013;30,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/07/2013;29,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/07/2013;30,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/07/2013;30,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/07/2013;30,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/07/2013;30,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/07/2013;31,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/07/2013;32,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/06/2013;32,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/06/2013;33,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/06/2013;32,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/06/2013;31,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/06/2013;31,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/06/2013;31,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/06/2013;32,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/06/2013;31,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/06/2013;32,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/06/2013;34,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/06/2013;34,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/06/2013;35,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/06/2013;35,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/06/2013;34,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/06/2013;35,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/06/2013;36,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/06/2013;37,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/06/2013;37,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/06/2013;37,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/06/2013;36,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2013;36,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/05/2013;37,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/05/2013;38,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/05/2013;38,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/05/2013;38,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/05/2013;38,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/05/2013;38,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/05/2013;37,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/05/2013;36,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2013;36,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2013;36,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/05/2013;37,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/05/2013;36,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/05/2013;36,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/05/2013;37,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/05/2013;37,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/05/2013;37,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/05/2013;36,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/05/2013;35,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/05/2013;36,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/05/2013;36,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2013;35,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/04/2013;34,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/04/2013;34,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/04/2013;35,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/04/2013;35,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/04/2013;36,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/04/2013;36,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/04/2013;36,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/2013;36,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/04/2013;35,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/04/2013;36,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/04/2013;36,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/04/2013;36,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/04/2013;36,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/04/2013;35,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/04/2013;35,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/04/2013;34,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/04/2013;34,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/04/2013;33,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/04/2013;34,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/04/2013;33,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/04/2013;34,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/03/2013;34,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/03/2013;34,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/03/2013;34,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/03/2013;33,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/03/2013;33,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/03/2013;33,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/03/2013;34,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/03/2013;34,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/03/2013;34,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/03/2013;34,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/03/2013;34,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2013;34,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/03/2013;34,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/03/2013;34,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/03/2013;35,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/03/2013;35,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/03/2013;33,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/03/2013;33,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/03/2013;33,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/03/2013;34,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/02/2013;33,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/02/2013;32,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/02/2013;32,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/02/2013;31,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/02/2013;31,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/02/2013;31,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/02/2013;31,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/02/2013;31,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/02/2013;31,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/02/2013;31,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/02/2013;31,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/02/2013;30,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/02/2013;31,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/02/2013;31,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/02/2013;29,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/02/2013;30,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/02/2013;30,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/02/2013;30,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/01/2013;29,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/01/2013;30,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/01/2013;29,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/01/2013;29,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/01/2013;29,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/01/2013;29,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/01/2013;30,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/01/2013;30,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/01/2013;30,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/01/2013;30,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/01/2013;30,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/01/2013;30,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/01/2013;29,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/01/2013;30,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/01/2013;30,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/01/2013;30,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/01/2013;30,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/01/2013;29,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/01/2013;30,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/01/2013;30,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2013;29,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/12/2012;28,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/12/2012;28,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/12/2012;28,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/12/2012;28,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/12/2012;28,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/12/2012;29,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/12/2012;29,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/12/2012;28,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/12/2012;28,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/12/2012;28,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/12/2012;27,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/12/2012;27,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/12/2012;27,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/12/2012;27,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/12/2012;27,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/12/2012;27,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/12/2012;27,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/12/2012;27,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/11/2012;27,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/11/2012;27,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/11/2012;27,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/11/2012;27,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/11/2012;28,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/11/2012;28,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/11/2012;28,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/11/2012;28,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/11/2012;29,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/11/2012;28,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/11/2012;29,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/11/2012;30,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/11/2012;30,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/11/2012;31,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/11/2012;32,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/11/2012;32,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/11/2012;33,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/11/2012;33,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/11/2012;33,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/10/2012;31,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/10/2012;32,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/10/2012;31,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/10/2012;31,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/10/2012;31,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/10/2012;31,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/10/2012;32,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/10/2012;31,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/10/2012;32,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/10/2012;31,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/10/2012;32,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/10/2012;31,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/10/2012;31,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/10/2012;30,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/10/2012;30,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/10/2012;30,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/10/2012;31,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/10/2012;31,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/10/2012;29,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/10/2012;29,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/10/2012;29,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/10/2012;29,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/09/2012;28,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/09/2012;29,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/09/2012;29,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/09/2012;30,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/09/2012;29,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/09/2012;29,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/09/2012;29,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/09/2012;29,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/09/2012;30,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/09/2012;29,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/09/2012;30,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/09/2012;29,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/09/2012;28,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/09/2012;29,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/09/2012;29,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/09/2012;30,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/09/2012;30,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/09/2012;30,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/09/2012;30,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/08/2012;30,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/08/2012;31,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/08/2012;31,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/08/2012;33,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/08/2012;32,81;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/08/2012;34,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/08/2012;34,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/08/2012;33,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/08/2012;32,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/08/2012;34,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/08/2012;34,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/08/2012;34,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/08/2012;34,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/08/2012;34,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/08/2012;34,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/08/2012;34,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/08/2012;34,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/08/2012;34,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/08/2012;34,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/08/2012;34,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/08/2012;34,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/08/2012;32,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/08/2012;33,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/07/2012;32,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/07/2012;33,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/07/2012;32,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/07/2012;30,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/07/2012;30,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/07/2012;30,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/07/2012;30,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/07/2012;30,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/07/2012;30,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/07/2012;29,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/07/2012;29,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/07/2012;29,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/07/2012;30,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/07/2012;29,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/07/2012;29,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/07/2012;29,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/07/2012;30,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/07/2012;31,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/07/2012;31,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/07/2012;30,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/07/2012;30,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/06/2012;29,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/06/2012;28,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/06/2012;29,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/06/2012;29,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/06/2012;30,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/06/2012;30,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/06/2012;30,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/06/2012;32,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/06/2012;31,71;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/06/2012;30,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/06/2012;30,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/06/2012;30,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/06/2012;31,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/06/2012;29,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/06/2012;28,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/06/2012;28,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/06/2012;27,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/06/2012;26,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/06/2012;27,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01/06/2012;28,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31/05/2012;28,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/05/2012;28,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/05/2012;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/05/2012;28,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/05/2012;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/05/2012;27,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/05/2012;28,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/05/2012;27,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/05/2012;27,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/05/2012;27,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/05/2012;27,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/05/2012;27,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/05/2012;28,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/05/2012;28,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/05/2012;29,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/05/2012;28,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/05/2012;28,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/05/2012;29,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/05/2012;30,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/05/2012;29,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/05/2012;30,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/05/2012;30,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/04/2012;29,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/04/2012;29,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/04/2012;29,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/04/2012;30,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24/04/2012;30,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/04/2012;30,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/04/2012;31,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/04/2012;32,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/2012;32,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17/04/2012;32,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/04/2012;31,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/04/2012;30,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/04/2012;31,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/04/2012;30,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10/04/2012;31,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/04/2012;31,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05/04/2012;31,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04/04/2012;30,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03/04/2012;31,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/04/2012;32,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/03/2012;30,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/03/2012;31,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/03/2012;32,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/03/2012;32,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/03/2012;32,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23/03/2012;31,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22/03/2012;32,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/03/2012;32,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/03/2012;32,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/03/2012;33,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16/03/2012;33,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/03/2012;33,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/03/2012;33,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/03/2012;33,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/03/2012;32,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/03/2012;33,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
08/03/2012;32,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
07/03/2012;33,77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
